98	0.2835
303	0.1967
326	0.5459
326	0.7474
722	0.2474
783	1.471
798	4.704
876	1.073
878	0.7462
1424	0.3846
1916	0.941
2028	0.3663
2292	0.6805
2293	0.6839
2305	1.309
2306	1.12
2738	1.7
2761	0.2931
2769	0.5072
2770	0.6369
2783	1.945
2784	0.334
2785	0.2772
2796	0.7099
2797	0.8847
2797	0.3113
2876	0.1902
2881	0.1221
2889	4.318
2904	2.999
2904	1.615
2914	0.3129
2915	1.092
2925	0.6441
2925	1.508
3013	0.4702
3147	1.421
3147	0.5831
3149	0.5077
3149	0.7253
3168	0.7768
3168	1.082
3169	0.4599
3170	3.768
3191	0.1874
3222	0.374
3223	0.2504
3230	0.8102
3230	1.61
3230	0.5435
3279	0.3168
3280	0.326
3282	7.096
3284	0.1915
3312	0.2659
3340	0.4585
3356	2.14
3369	0.1599
3389	0.1259
3398	0.341
3519	0.7161
3524	0.1528
3528	0.1613
3540	0.7293
3699	0.1387
3944	0.1374
4235	0.4516
4256	0.2837
4283	0.3847
4356	1.679
4356	0.331
4496	0.3472
4651	0.19
5040	0.5244
5515	0.1197
5680	0.2706
6363	0.8546
6363	1.166
6364	0.4831
6376	0.6443
6386	0.1846
6509	0.1823
7280	0.4336
7913	0.3503
8567	0.08442
8568	0.1021
8803	0.05324
8858	0.3661
8861	0.4821
9507	0.111
9721	0.1057
9795	0.1219
10446	0.1601
10549	0.2904
