326	0.3839
722	0.2161
1175	0.2701
1187	0.1905
1337	0.1651
1343	0.1978
1475	0.2072
1499	0.2305
1736	0.2784
2282	0.328
2285	0.3498
2298	0.2995
2525	0.154
2645	0.6671
2648	0.1535
2654	0.1182
2828	0.1743
2855	0.1571
2864	0.149
2889	0.2741
3038	0.2963
3050	0.2648
3052	0.327
3137	0.15
3296	0.2572
3540	0.3618
3593	0.1404
3605	0.1907
3617	0.2662
3806	0.1383
3827	0.1371
4085	0.2583
4094	0.195
4523	0.2073
4536	0.194
4883	0.2214
5036	0.3574
5060	0.1574
5087	0.3183
5156	0.1589
5375	0.1322
5387	0.1788
6092	0.2245
6101	0.1823
6584	0.1861
6608	0.2302
6626	0.2406
6629	0.237
6989	0.2364
7148	0.2641
7157	0.1657
7175	0.1695
7538	0.2427
7679	0.4186
8184	0.2054
8273	0.552
8408	0.2674
8429	0.1964
9225	0.1969
9242	0.173
9296	0.2414
9887	0.5837
9899	0.4054
10217	0.4192
10281	0.2421
10286	0.3473
10361	0.4287
10376	0.3407
10392	0.3422
10446	0.1916
10549	0.4848
10583	0.2929
