77	0.2604
223	0.6847
326	0.5998
346	0.6413
388	0.448
722	0.3223
783	0.7473
861	0.2836
876	0.8162
878	0.5949
1239	0.8535
1360	0.1635
1443	0.09011
1846	0.4992
1916	1.154
2028	0.6144
2292	0.5036
2293	0.5216
2305	0.9043
2306	0.7622
2390	4.466
2738	2.355
2769	0.5132
2770	0.5699
2782	0.4558
2783	2.117
2784	0.4003
2785	0.3646
2796	1.295
2797	0.3049
2797	0.3339
2797	0.8566
2798	3.051
2876	0.2488
2880	0.1321
2881	0.1449
2889	6.163
2904	3.937
2904	1.729
2925	0.5886
2927	0.3286
3147	1.471
3147	0.4173
3149	0.4992
3149	0.6344
3168	1.016
3168	0.7958
3169	0.4199
3170	5.789
3191	0.1752
3222	0.359
3223	0.4717
3227	0.09133
3230	1.04
3230	1.736
3230	0.4158
3279	0.3255
3280	0.454
3340	0.3974
3356	6.765
3398	0.4684
3519	0.4838
3540	0.6553
3559	0.04774
3563	0.04573
3656	0.2686
4112	0.2607
4134	0.0927
4235	1.134
4256	0.8404
4309	0.5064
4356	2.293
4913	0.1304
5680	0.8073
5783	0.09379
5982	0.1258
6363	0.8324
6364	0.4629
6373	0.09773
6376	0.9652
6386	0.1645
7280	0.3282
8234	0.513
8567	0.2881
8657	0.1105
8858	0.3012
8861	0.5434
9131	0.2651
9135	0.1217
9591	1.016
9656	0.4928
10211	0.1226
10438	0.2907
10446	0.1526
10447	0.1031
10549	0.3565
